REFERENCIA;DESCRICAO;DATA_CADASTRO;UNIDADE;ATIVO;GRUPO;MARCA;GENERO;MATERIAL;TIPO_REPOSICAO;FORNECEDOR_TAG;FORNECEDOR_CNPJ;PRECO_CUSTO;FOTO
79.500.35.KIT;CASACO ICARO FEM;22/07/2026;PC;S;CASACO FEMIN;LUMIERE L;FEM;SARJA;INDIVIDUAL;TRAMA FINA IND E COM DE CONFEC LTDA;;31.83;
41.078.07.ABC;SAIA SAVANA;07/03/2024;PC;S;SAIA JEANS FEMIN;ZENITE L;FEM;OUTROS;INDIVIDUAL;MALHARIA MARE IND E COM DE CONFEC LTDA;;123.17;
06.562.29.000;BODY ZENITE;06/03/2024;PAR;S;BODY FEMIN;VENTO LESTE L;FEM;JEANS;;TRAMA FINA IND E COM DE CONFEC LTDA;;39.09;
66.450.00.000;SAIA PRAIANO FEM;12/02/2025;PC;S;SAIA TECIDO FEMIN;ATELIE SUL PROMO;FEM;NYLON;INDIVIDUAL;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;252.07;
78.927.68.XPT;BERMUDA ICARO MASC;10/04/2018;PAR;S;BERMUDA JEANS FEMIN;FLORADA N;FEM;OUTROS;;FIO NOBRE IND E COM DE CONFEC LTDA;;88.97;
22.622.28.XPT;SAIA ESSENCE;07/12/2023;PC;S;SAIA JEANS FEMIN;VENTO LESTE L;FEM;ALGODÃO;INDIVIDUAL;LINHA MESTRA IND E COM DE CONFEC LTDA;;174.36;
12.065.60.KIT;VESTIDO ATELIE SUL MASC;21/02/2020;PAR;S;VESTIDO UNICO FEMIN;ICARO L;FEM;OUTROS;AGRUPADO;TEXTIL DUNA IND E COM DE CONFEC LTDA;;318.77;
26.665.04.ABC;BERMUDA VENTO LESTE FEM;27/11/2026;PC;N;BERMUDA JEANS FEMIN;MARE ALTA L;FEM;OUTROS;AGRUPADO;COSTURA VIVA IND E COM DE CONFEC LTDA;;175.94;
44.271.93.ABC;CAMISETA QUINTAL MASC;09/11/2025;UN;S;CAMISETA FEMIN;ZENITE L;FEM;OUTROS;;LINHA MESTRA IND E COM DE CONFEC LTDA;;165.64;
70.774.72.KIT;OCULOS KAIROS MASC;24/03/2021;PC;S;OCULOS FEMIN;VENTO LESTE N;FEM;OUTROS;;MODA SUL IND E COM DE CONFEC LTDA;;280.11;
22.100.80.000;CASACO VENTO LESTE;25/09/2020;PAR;S;CASACO FEMIN;NOS L;FEM;OUTROS;INDIVIDUAL;ATELIE NORTE IND E COM DE CONFEC LTDA;;289.48;
26.120.06.000;CAMISA BOSSA;11/05/2024;UN;S;CAMISA CHEMISE FEMIN;NOS N;FEM;OUTROS;AGRUPADO;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;59.05;
76.399.08.FEM;CAMISA DUNA MASC;12/11/2018;PC;S;CAMISA CHEMISE FEMIN;JUREMA L;FEM;OUTROS;AGRUPADO;COSTURA VIVA IND E COM DE CONFEC LTDA;;29.42;
85.855.69.FEM;CAMISA DUNA;02/03/2018;PC;S;CAMISA CHEMISE FEMIN;VENTO LESTE L;FEM;JEANS;INDIVIDUAL;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;179.41;
20.578.89.KIT;CALCA ICARO FEM;07/04/2019;PC;S;CALÇA TECIDO FEMIN;MARE ALTA L;FEM;OUTROS;AGRUPADO;FIO NOBRE IND E COM DE CONFEC LTDA;;173.39;
95.214.95.FEM;BODY ATELIE SUL FEM;14/09/2024;PC;S;BODY FEMIN;TROPICAL CO L;FEM;ALGODÃO;AGRUPADO;FIO NOBRE IND E COM DE CONFEC LTDA;;12.49;
39.481.85.KIT;TOP URUCUM FEM;21/01/2021;UN;S;TOP CROPPED FEMIN;QUINTAL L;FEM;OUTROS;INDIVIDUAL;MALHARIA MARE IND E COM DE CONFEC LTDA;;285.01;
50.112.91.000;TOP GAROA MASC;15/12/2023;PC;S;TOP CROPPED FEMIN;HORIZONTE L;FEM;OUTROS;;TRAMA FINA IND E COM DE CONFEC LTDA;;191.30;
51.026.31.FEM;PERFUME ATELIE SUL;26/05/2022;PC;S;PERFUMARIA FEMIN;FLORADA N;FEM;COURO;AGRUPADO;TRAMA FINA IND E COM DE CONFEC LTDA;;314.32;
34.956.95.KIT;POLO LUMIERE MASC;14/11/2024;PC;S;POLO MASC;GAROA N;MASC;JEANS;;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;230.53;
41.240.48.MEN;BOLSA DUNA;05/08/2025;PC;N;BOLSA FEMIN;ESSENCE L;FEM;OUTROS;;VESTIR BEM IND E COM DE CONFEC LTDA;;165.84;
39.171.74.000;CAMISA KAIROS;02/03/2019;PC;S;CAMISA ML MASC;LUMIERE N;MASC;OUTROS;AGRUPADO;VESTIR BEM IND E COM DE CONFEC LTDA;;317.30;
79.812.92.KIT;BLUSA TROPICAL CO MASC;06/01/2023;UN;S;BLUSA FEMIN;DUNA L;FEM;OUTROS;;MALHARIA MARE IND E COM DE CONFEC LTDA;;228.54;
76.399.19.KIT;VESTIDO JUREMA FEM;14/04/2025;PC;S;VESTIDO CURTO FEMIN;KAIROS N;FEM;OUTROS;AGRUPADO;PONTO CERTO IND E COM DE CONFEC LTDA;;216.01;
17.120.44.XPT;VESTIDO ICARO;08/10/2019;PC;S;VESTIDO MIDI FEMIN;OUTROS;FEM;OUTROS;INDIVIDUAL;LINHA MESTRA IND E COM DE CONFEC LTDA;;105.85;
86.278.97.ABC;MOLETOM ESSENCE;04/12/2026;PC;S;MOLETOM FEMIN;JUREMA N;FEM;OUTROS;AGRUPADO;COSTURA VIVA IND E COM DE CONFEC LTDA;;157.29;
53.318.88.ABC;VESTIDO ORLA FEM;26/06/2020;UN;S;VESTIDO UNICO FEMIN;ZENITE N;FEM;JEANS;INDIVIDUAL;FIO NOBRE IND E COM DE CONFEC LTDA;;307.59;
12.573.75.KIT;CALCA JUREMA MASC;12/03/2024;UN;S;CALÇA JEANS FEMIN;SAVANA L;FEM;OUTROS;INDIVIDUAL;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;133.37;
85.885.93.KIT;OCULOS JUREMA;22/07/2025;PAR;S;OCULOS FEMIN;DUNA L;FEM;OUTROS;INDIVIDUAL;LINHA MESTRA IND E COM DE CONFEC LTDA;;46.17;
01.988.63.000;BODY HORIZONTE MASC;14/12/2023;PC;S;BODY FEMIN;NOS PROMO;FEM;POLIÉSTER;INDIVIDUAL;MALHARIA MARE IND E COM DE CONFEC LTDA;;97.17;
64.338.55.FEM;SAPATO GAROA FEM;26/07/2023;PC;S;CALÇADO FEMIN;GAROA L;FEM;POLIÉSTER;;LINHA MESTRA IND E COM DE CONFEC LTDA;;131.79;
82.548.27.MEN;BODY FLORADA FEM;20/08/2023;PAR;N;BODY FEMIN;CARIOCA CRU L;FEM;OUTROS;INDIVIDUAL;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;299.98;
89.806.81.000;BERMUDA QUINTAL FEM;03/09/2022;PAR;S;BERMUDA JEANS FEMIN;JUREMA N;FEM;OUTROS;INDIVIDUAL;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;134.07;
99.692.20.KIT;SAIA KAIROS MASC;07/09/2026;PAR;S;SAIA JEANS FEMIN;VENTO LESTE N;FEM;OUTROS;INDIVIDUAL;MALHARIA MARE IND E COM DE CONFEC LTDA;;245.03;
96.108.82.FEM;CONJ RAIZ;09/12/2024;PAR;N;CONJUNTO FEMIN;GAROA PROMO;FEM;OUTROS;AGRUPADO;MALHARIA MARE IND E COM DE CONFEC LTDA;;240.96;
07.059.39.KIT;BOLSA KAIROS MASC;09/11/2022;UN;S;BOLSA FEMIN;ZENITE N;;JEANS;INDIVIDUAL;TEXTIL DUNA IND E COM DE CONFEC LTDA;;89.01;
59.054.57.XPT;CALCA TROPICAL CO MASC;07/09/2020;PAR;S;CALÇA TECIDO FEMIN;PRAIANO N;FEM;ALGODÃO;INDIVIDUAL;ATELIE NORTE IND E COM DE CONFEC LTDA;;111.66;
30.446.78.MEN;CONJ ESSENCE MASC;24/04/2021;PC;N;CONJUNTO FEMIN;ATELIE SUL PROMO;FEM;OUTROS;AGRUPADO;ATELIE NORTE IND E COM DE CONFEC LTDA;;24.64;
77.935.78.XPT;REGATA SAVANA MASC;03/06/2020;PAR;S;REGATA FEMIN;HORIZONTE L;FEM;COURO;INDIVIDUAL;FIO NOBRE IND E COM DE CONFEC LTDA;;290.65;
99.925.26.XPT;CASACO CARIOCA CRU FEM;25/07/2020;PC;S;CASACO FEMIN;TROPICAL CO PROMO;FEM;OUTROS;;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;202.42;
28.024.87.XPT;OCULOS ZENITE;27/07/2018;PAR;S;OCULOS FEMIN;SAVANA N;FEM;OUTROS;INDIVIDUAL;VESTIR BEM IND E COM DE CONFEC LTDA;;295.72;
33.859.37.000;BOLSA QUINTAL FEM;21/07/2020;PAR;S;BOLSA FEMIN;TROPICAL CO L;FEM;OUTROS;;VESTIR BEM IND E COM DE CONFEC LTDA;;101.59;
66.690.07.MEN;VESTIDO GAROA MASC;05/03/2019;PC;S;VESTIDO MIDI FEMIN;TROPICAL CO L;FEM;JEANS;;MALHARIA MARE IND E COM DE CONFEC LTDA;;247.04;
35.940.83.MEN;CAMISA URUCUM FEM;10/05/2021;PC;S;CAMISA ML MASC;ESSENCE N;MASC;OUTROS;AGRUPADO;PONTO CERTO IND E COM DE CONFEC LTDA;;151.84;
69.885.09.MEN;CAMISA VENTO LESTE;19/04/2021;PAR;S;CAMISA CHEMISE FEMIN;NOS L;FEM;JEANS;INDIVIDUAL;MALHARIA MARE IND E COM DE CONFEC LTDA;;236.31;
31.187.36.ABC;BOLSA HORIZONTE FEM;13/11/2020;UN;S;BOLSA FEMIN;NOS N;FEM;OUTROS;INDIVIDUAL;MODA SUL IND E COM DE CONFEC LTDA;;42.59;
41.539.19.000;POLO TROPICAL CO FEM;10/09/2023;PAR;S;POLO MASC;TROPICAL CO L;MASC;ALGODÃO;AGRUPADO;MALHARIA MARE IND E COM DE CONFEC LTDA;;18.85;
92.587.21.MEN;CAMISETA HORIZONTE MASC;07/12/2024;UN;N;CAMISETA FEMIN;ATELIE SUL PROMO;FEM;LINHO;INDIVIDUAL;PONTO CERTO IND E COM DE CONFEC LTDA;;86.33;
59.268.92.MEN;MOLETOM GAROA MASC;22/05/2024;PC;S;MOLETOM FEMIN;DUNA L;FEM;OUTROS;AGRUPADO;TRAMA FINA IND E COM DE CONFEC LTDA;;89.35;
25.624.50.XPT;MOLETOM DUNA FEM;23/08/2019;PC;S;MOLETOM FEMIN;CARIOCA CRU N;FEM;OUTROS;AGRUPADO;TRAMA FINA IND E COM DE CONFEC LTDA;;144.83;
28.668.87.ABC;CAMISA GAROA;08/08/2024;PC;S;CAMISA CHEMISE FEMIN;CARIOCA CRU L;FEM;OUTROS;INDIVIDUAL;MODA SUL IND E COM DE CONFEC LTDA;;262.79;
35.370.34.000;SAPATO URUCUM;15/03/2022;PAR;S;CALÇADO FEMIN;ATELIE SUL N;FEM;SARJA;AGRUPADO;LINHA MESTRA IND E COM DE CONFEC LTDA;;106.52;
18.063.51.XPT;VESTIDO FLORADA;06/02/2018;PAR;S;VESTIDO CURTO FEMIN;ORLA N;FEM;OUTROS;INDIVIDUAL;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;267.82;
98.595.75.MEN;BOLSA LUMIERE MASC;05/05/2026;PAR;N;BOLSA FEMIN;CARIOCA CRU N;FEM;OUTROS;INDIVIDUAL;LINHA MESTRA IND E COM DE CONFEC LTDA;;304.64;
77.997.68.XPT;VESTIDO ORLA MASC;18/01/2021;PAR;S;VESTIDO MIDI FEMIN;NOS N;FEM;COURO;;MODA SUL IND E COM DE CONFEC LTDA;;184.73;
28.251.44.KIT;SAIA HORIZONTE MASC;20/03/2023;PAR;S;SAIA TECIDO FEMIN;QUINTAL L;FEM;ALGODÃO;;ATELIE NORTE IND E COM DE CONFEC LTDA;;246.10;
88.238.26.XPT;TOP PRAIANO;26/03/2026;PC;N;TOP CROPPED FEMIN;ZENITE L;FEM;SARJA;AGRUPADO;FIO NOBRE IND E COM DE CONFEC LTDA;;238.89;
23.716.85.MEN;REGATA ORLA MASC;10/03/2025;PC;S;REGATA FEMIN;PRAIANO N;FEM;OUTROS;;TRAMA FINA IND E COM DE CONFEC LTDA;;158.40;
22.344.78.XPT;SAIA VENTO LESTE FEM;10/05/2023;UN;S;SAIA TECIDO FEMIN;VENTO LESTE L;FEM;JEANS;INDIVIDUAL;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;68.87;
22.081.21.FEM;CAMISETA FLORADA FEM;27/01/2020;PC;S;CAMISETA MC MASC;ESSENCE N;MASC;JEANS;;MODA SUL IND E COM DE CONFEC LTDA;;195.20;
14.072.86.000;SAPATO BOSSA MASC;06/02/2023;PAR;S;CALÇADO FEMIN;MARE ALTA N;FEM;OUTROS;;MODA SUL IND E COM DE CONFEC LTDA;;95.24;
06.438.42.000;CAMISA RAIZ FEM;13/11/2019;PC;S;CAMISA CHEMISE FEMIN;FLORADA L;FEM;ALGODÃO;INDIVIDUAL;LINHA MESTRA IND E COM DE CONFEC LTDA;;299.88;
62.324.61.MEN;POLO JUREMA FEM;25/06/2024;PC;N;POLO MASC;HORIZONTE N;MASC;OUTROS;INDIVIDUAL;TEXTIL DUNA IND E COM DE CONFEC LTDA;;179.30;
72.097.64.KIT;CALCA RAIZ FEM;14/02/2020;PC;N;CALÇA JEANS MASC;ATELIE SUL L;MASC;OUTROS;;TRAMA FINA IND E COM DE CONFEC LTDA;;176.56;
31.592.83.KIT;PERFUME FLORADA MASC;16/12/2025;PC;S;PERFUMARIA FEMIN;ORLA L;FEM;OUTROS;AGRUPADO;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;135.26;
12.951.06.MEN;BLUSA JUREMA;21/10/2019;PAR;S;BLUSA FEMIN;QUINTAL PROMO;FEM;OUTROS;AGRUPADO;MODA SUL IND E COM DE CONFEC LTDA;;111.25;
09.971.99.MEN;TOP FLORADA;12/10/2023;UN;S;TOP CROPPED FEMIN;NOS PROMO;FEM;OUTROS;AGRUPADO;COSTURA VIVA IND E COM DE CONFEC LTDA;;278.07;
54.957.15.000;OCULOS DUNA MASC;25/07/2024;PAR;S;OCULOS FEMIN;KAIROS PROMO;FEM;OUTROS;AGRUPADO;MALHARIA MARE IND E COM DE CONFEC LTDA;;199.85;
45.564.85.000;BODY CARIOCA CRU MASC;28/07/2019;PC;N;BODY FEMIN;QUINTAL L;FEM;OUTROS;AGRUPADO;MALHARIA MARE IND E COM DE CONFEC LTDA;;285.68;
92.667.57.FEM;JAQUETA TROPICAL CO;19/04/2026;PC;S;JAQUETA FEMIN;ATELIE SUL N;FEM;OUTROS;AGRUPADO;MODA SUL IND E COM DE CONFEC LTDA;;118.07;
14.872.59.FEM;BLAZER FLORADA MASC;18/10/2020;PC;S;BLAZER FEMIN;CARIOCA CRU L;FEM;ALGODÃO;;LINHA MESTRA IND E COM DE CONFEC LTDA;;102.91;
98.756.92.ABC;BERMUDA BOSSA FEM;27/04/2021;PC;S;BERMUDA JEANS FEMIN;NOS PROMO;FEM;OUTROS;AGRUPADO;TEXTIL DUNA IND E COM DE CONFEC LTDA;;74.93;
53.188.70.KIT;BOLSA LUMIERE;27/01/2020;PC;N;BOLSA FEMIN;ORLA L;FEM;OUTROS;INDIVIDUAL;LINHA MESTRA IND E COM DE CONFEC LTDA;;18.81;
09.683.99.ABC;CALCA URUCUM FEM;21/01/2020;PC;S;CALÇA JEANS FEMIN;GAROA N;FEM;NYLON;INDIVIDUAL;TEXTIL DUNA IND E COM DE CONFEC LTDA;;110.41;
19.301.23.FEM;CINTO PRAIANO;03/10/2023;PAR;S;CINTO FEMIN;ATELIE SUL N;FEM;OUTROS;AGRUPADO;FIO NOBRE IND E COM DE CONFEC LTDA;;107.67;
28.749.91.XPT;CONJ HORIZONTE MASC;11/09/2018;PAR;S;CONJUNTO FEMIN;JUREMA L;FEM;OUTROS;;LINHA MESTRA IND E COM DE CONFEC LTDA;;210.95;
79.372.48.XPT;CASACO TROPICAL CO MASC;19/09/2025;UN;S;CASACO FEMIN;ORLA L;FEM;OUTROS;AGRUPADO;MALHARIA MARE IND E COM DE CONFEC LTDA;;243.59;
26.524.70.000;BERMUDA PRAIANO;02/08/2020;PC;N;BERMUDA JEANS FEMIN;TROPICAL CO N;FEM;JEANS;INDIVIDUAL;COSTURA VIVA IND E COM DE CONFEC LTDA;;134.47;
78.392.49.KIT;MOLETOM ESSENCE MASC;21/08/2024;PAR;N;MOLETOM FEMIN;TROPICAL CO L;FEM;OUTROS;;VESTIR BEM IND E COM DE CONFEC LTDA;;224.63;
73.256.88.FEM;SAPATO SAVANA MASC;15/11/2025;UN;N;CALÇADO MASC;ZENITE PROMO;MASC;OUTROS;INDIVIDUAL;TRAMA FINA IND E COM DE CONFEC LTDA;;245.30;
53.944.68.FEM;MOLETOM GAROA FEM;20/01/2024;UN;S;MOLETOM FEMIN;URUCUM N;FEM;OUTROS;;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;295.29;
78.957.51.000;CAMISA VENTO LESTE MASC;03/08/2025;PC;S;CAMISA ML MASC;FLORADA N;MASC;OUTROS;;FIO NOBRE IND E COM DE CONFEC LTDA;;36.08;
79.557.09.ABC;CINTO NOS MASC;24/09/2022;PC;S;CINTO FEMIN;URUCUM N;FEM;OUTROS;INDIVIDUAL;MALHARIA MARE IND E COM DE CONFEC LTDA;;195.97;
36.349.40.ABC;CAMISETA NOS MASC;15/03/2021;PC;S;CAMISETA FEMIN;ESSENCE L;FEM;OUTROS;INDIVIDUAL;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;57.71;
20.030.18.MEN;VESTIDO CARIOCA CRU FEM;16/03/2020;PC;S;VESTIDO CURTO FEMIN;TROPICAL CO N;FEM;LINHO;;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;187.31;
43.431.80.KIT;BOLSA CARIOCA CRU FEM;09/12/2022;UN;S;BOLSA FEMIN;QUINTAL PROMO;FEM;ALGODÃO;INDIVIDUAL;LINHA MESTRA IND E COM DE CONFEC LTDA;;82.29;
99.489.46.XPT;SAPATO ZENITE FEM;27/04/2018;UN;S;CALÇADO MASC;NOS PROMO;MASC;ALGODÃO;AGRUPADO;VESTIR BEM IND E COM DE CONFEC LTDA;;33.68;
92.640.12.ABC;CAMISA SAVANA FEM;25/01/2023;PC;S;CAMISA ML MASC;VENTO LESTE N;MASC;OUTROS;;MODA SUL IND E COM DE CONFEC LTDA;;236.77;
24.002.47.MEN;BERMUDA ICARO FEM;23/01/2021;PC;S;BERMUDA TECIDO FEMIN;URUCUM N;FEM;OUTROS;INDIVIDUAL;TEXTIL DUNA IND E COM DE CONFEC LTDA;;169.89;
49.379.65.KIT;CALCA JUREMA;04/12/2018;PAR;S;CALÇA TECIDO FEMIN;HORIZONTE L;FEM;OUTROS;;COSTURA VIVA IND E COM DE CONFEC LTDA;;132.67;
54.640.81.MEN;MACACAO BOSSA MASC;11/01/2025;PAR;S;MACACAO FEMIN;QUINTAL N;FEM;OUTROS;AGRUPADO;COSTURA VIVA IND E COM DE CONFEC LTDA;;86.51;
97.099.45.FEM;CAMISA BOSSA;13/12/2019;PC;S;CAMISA CHEMISE FEMIN;ATELIE SUL N;FEM;OUTROS;INDIVIDUAL;FIO NOBRE IND E COM DE CONFEC LTDA;;88.68;
65.359.28.ABC;CAMISETA ATELIE SUL FEM;11/10/2024;PC;S;CAMISETA FEMIN;VENTO LESTE L;FEM;OUTROS;AGRUPADO;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;55.52;
50.054.07.000;MOLETOM RAIZ;13/01/2023;PC;S;MOLETOM FEMIN;OUTROS;FEM;COURO;INDIVIDUAL;FIO NOBRE IND E COM DE CONFEC LTDA;;189.62;
13.134.23.ABC;POLO TROPICAL CO;03/06/2018;PAR;S;POLO MASC;DUNA N;MASC;POLIÉSTER;;LINHA MESTRA IND E COM DE CONFEC LTDA;;195.68;
18.921.58.XPT;VESTIDO TROPICAL CO MASC;21/08/2023;PC;S;VESTIDO UNICO FEMIN;KAIROS PROMO;FEM;OUTROS;;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;237.79;
47.494.97.000;CALCA TROPICAL CO;18/08/2022;PC;S;CALÇA TECIDO FEMIN;ZENITE PROMO;FEM;OUTROS;;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;263.30;
94.208.22.MEN;CAMISETA ATELIE SUL FEM;07/09/2026;PC;S;CAMISETA FEMIN;URUCUM N;FEM;OUTROS;;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;20.34;
30.779.98.KIT;CAMISA ORLA;15/06/2022;PC;S;CAMISA CHEMISE FEMIN;GAROA PROMO;FEM;JEANS;INDIVIDUAL;TRAMA FINA IND E COM DE CONFEC LTDA;;206.16;
87.317.78.MEN;CASACO NOS MASC;07/09/2023;PC;S;CASACO FEMIN;JUREMA PROMO;FEM;OUTROS;;MALHARIA MARE IND E COM DE CONFEC LTDA;;42.97;
62.532.24.KIT;BLUSA ORLA MASC;06/07/2024;PAR;S;BLUSA FEMIN;TROPICAL CO PROMO;FEM;NYLON;;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;137.39;
90.270.03.000;CALCA KAIROS MASC;21/03/2024;PC;N;CALÇA JEANS FEMIN;DUNA PROMO;FEM;OUTROS;INDIVIDUAL;ATELIE NORTE IND E COM DE CONFEC LTDA;;104.62;
60.266.20.000;CASACO NOS FEM;18/12/2023;PAR;S;CASACO FEMIN;MARE ALTA L;FEM;COURO;AGRUPADO;TEXTIL DUNA IND E COM DE CONFEC LTDA;;297.58;
35.021.66.ABC;VESTIDO MARE ALTA MASC;04/06/2024;PC;S;VESTIDO UNICO FEMIN;VENTO LESTE L;FEM;JEANS;;FIO NOBRE IND E COM DE CONFEC LTDA;;189.17;
41.306.50.000;BOLSA URUCUM MASC;23/04/2023;PC;S;BOLSA FEMIN;QUINTAL L;FEM;ALGODÃO;;PONTO CERTO IND E COM DE CONFEC LTDA;;54.81;
70.751.53.KIT;SAIA QUINTAL FEM;07/05/2023;UN;S;SAIA TECIDO FEMIN;HORIZONTE N;FEM;OUTROS;INDIVIDUAL;COSTURA VIVA IND E COM DE CONFEC LTDA;;215.03;
01.811.68.000;PERFUME LUMIERE MASC;05/06/2026;PC;S;PERFUMARIA FEMIN;DUNA PROMO;FEM;OUTROS;AGRUPADO;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;166.53;
31.193.83.ABC;BIQUINI LUMIERE;11/06/2026;PC;N;BIQUINI / MAIO FEMIN;MARE ALTA L;FEM;OUTROS;AGRUPADO;VESTIR BEM IND E COM DE CONFEC LTDA;;33.51;
23.926.59.KIT;CALCA MARE ALTA FEM;27/02/2026;PC;S;CALÇA TECIDO FEMIN;PRAIANO N;FEM;OUTROS;AGRUPADO;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;43.66;
96.745.13.FEM;MOLETOM NOS MASC;22/03/2024;UN;S;MOLETOM FEMIN;NOS PROMO;FEM;OUTROS;INDIVIDUAL;COSTURA VIVA IND E COM DE CONFEC LTDA;;42.27;
96.595.41.FEM;BERMUDA ICARO FEM;23/06/2022;PC;S;BERMUDA TECIDO FEMIN;TROPICAL CO L;FEM;ALGODÃO;;PONTO CERTO IND E COM DE CONFEC LTDA;;183.69;
09.548.87.KIT;VESTIDO ORLA MASC;13/10/2021;PC;N;VESTIDO MIDI FEMIN;HORIZONTE N;FEM;OUTROS;INDIVIDUAL;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;281.86;
98.550.96.KIT;CASACO ORLA;18/01/2022;PC;S;CASACO FEMIN;ATELIE SUL L;FEM;MOLETOM;AGRUPADO;MALHARIA MARE IND E COM DE CONFEC LTDA;;78.38;
44.958.31.ABC;SAPATO ATELIE SUL MASC;15/09/2021;PC;S;CALÇADO FEMIN;OUTROS;FEM;SARJA;AGRUPADO;LINHA MESTRA IND E COM DE CONFEC LTDA;;97.67;
81.558.95.XPT;BIQUINI MARE ALTA MASC;19/11/2018;PC;S;BIQUINI / MAIO FEMIN;HORIZONTE N;FEM;POLIÉSTER;INDIVIDUAL;TEXTIL DUNA IND E COM DE CONFEC LTDA;;148.48;
62.451.32.FEM;VESTIDO CARIOCA CRU;28/10/2021;UN;S;VESTIDO UNICO FEMIN;BOSSA L;FEM;OUTROS;INDIVIDUAL;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;22.11;
58.171.50.ABC;BERMUDA ATELIE SUL;20/08/2019;PC;S;BERMUDA JEANS FEMIN;TROPICAL CO PROMO;FEM;JEANS;AGRUPADO;COSTURA VIVA IND E COM DE CONFEC LTDA;;41.83;
90.192.51.ABC;SAIA ZENITE;27/02/2022;PC;S;SAIA TECIDO FEMIN;TROPICAL CO L;FEM;OUTROS;INDIVIDUAL;COSTURA VIVA IND E COM DE CONFEC LTDA;;188.01;
03.830.03.KIT;BERMUDA KAIROS MASC;23/04/2018;PAR;S;BERMUDA JEANS FEMIN;JUREMA L;FEM;NYLON;;TEXTIL DUNA IND E COM DE CONFEC LTDA;;51.40;
47.579.51.FEM;CALCA PRAIANO FEM;28/12/2026;PC;S;CALÇA JEANS FEMIN;HORIZONTE L;FEM;OUTROS;AGRUPADO;MODA SUL IND E COM DE CONFEC LTDA;;203.65;
31.564.78.FEM;BIQUINI SAVANA;12/08/2024;PC;S;BIQUINI / MAIO FEMIN;ZENITE N;FEM;OUTROS;;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;289.41;
18.793.64.XPT;OCULOS GAROA FEM;18/09/2023;PAR;N;OCULOS FEMIN;BOSSA L;FEM;ALGODÃO;INDIVIDUAL;LINHA MESTRA IND E COM DE CONFEC LTDA;;57.96;
34.845.61.XPT;BERMUDA KAIROS FEM;17/06/2021;PAR;S;BERMUDA JEANS FEMIN;OUTROS;FEM;OUTROS;INDIVIDUAL;MODA SUL IND E COM DE CONFEC LTDA;;286.01;
92.116.24.MEN;VESTIDO HORIZONTE MASC;19/08/2021;PC;S;VESTIDO UNICO FEMIN;ATELIE SUL N;FEM;ALGODÃO;AGRUPADO;PONTO CERTO IND E COM DE CONFEC LTDA;;35.77;
09.826.07.MEN;BERMUDA SAVANA MASC;23/10/2024;PC;S;BERMUDA JEANS FEMIN;ATELIE SUL L;FEM;SARJA;;VESTIR BEM IND E COM DE CONFEC LTDA;;37.80;
20.859.66.ABC;TOP ORLA MASC;27/11/2022;PC;S;TOP CROPPED FEMIN;RAIZ N;FEM;NYLON;;MALHARIA MARE IND E COM DE CONFEC LTDA;;244.93;
34.094.04.000;POLO ORLA;04/12/2019;PC;N;POLO MASC;JUREMA N;MASC;OUTROS;INDIVIDUAL;COSTURA VIVA IND E COM DE CONFEC LTDA;;82.28;
18.047.17.XPT;CAMISA ATELIE SUL;07/10/2024;PC;S;CAMISA CHEMISE FEMIN;TROPICAL CO PROMO;FEM;OUTROS;;TECELAGEM ORLA IND E COM DE CONFEC LTDA;;224.13;
34.018.86.000;CINTO PRAIANO MASC;01/10/2023;PAR;S;CINTO FEMIN;ZENITE L;FEM;OUTROS;AGRUPADO;MODA SUL IND E COM DE CONFEC LTDA;;143.83;
40.956.09.000;VESTIDO KAIROS;14/07/2025;PAR;N;VESTIDO LONGO FEMIN;PRAIANO N;FEM;LINHO;;PONTO CERTO IND E COM DE CONFEC LTDA;;62.48;
87.411.81.MEN;VESTIDO FLORADA FEM;17/09/2021;PC;N;VESTIDO MIDI FEMIN;TROPICAL CO L;FEM;OUTROS;AGRUPADO;CONFEC PRAIANA IND E COM DE CONFEC LTDA;;113.31;
